"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2018","5","California","Food","Cyclospora cayetanensis",,"Confirmed","Restaurant: Sit-down dining;Grocery store/bakery/deli/convenience store;Private home/residence","56","4","55","0","56","basil, unspecified","basil","Herbs",,,
"2018","5","Maine","Indeterminate/unknown",,,,"Restaurant","7","0","7","0","7",,,,,,
"2018","5","Maine","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","31","0","31","0","31",,,,,,
"2018","5","Maine","Person-to-person","Norovirus Genogroup II","unknown","Suspected","Long-term care/nursing home/assisted living facility","29","0","29","0","29",,,,,,
"2018","5","Indiana","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","29","0","0","0","0",,,,,,
"2018","5","Indiana","Food","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Unknown","2","1","2","0","2",,,,,,
"2018","5","Massachusetts","Food","Vibrio parahaemolyticus",,"Confirmed","Restaurant: Other","2","0","2","0","2","oysters, raw",,"Mollusks",,,
"2018","5","South Dakota","Food","Escherichia coli, Shiga toxin-producing","O103","Confirmed","School/college/university","30","0","30","0","30","lettuce",,"Vegetable Row Crops",,,
"2018","5","Illinois","Food","Staphylococcus aureus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","19","0","19","0","19","falafel","parsley;onion","Multiple",,,
"2018","5","Multistate","Food","Cyclospora cayetanensis",,"Confirmed","Other","267","8","267","0","267","vegetable tray",,"Multiple",,,
"2018","5","Washington","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","20",,"0",,"0",,,,,,
"2018","5","Louisiana","Food","Norovirus unknown",,"Confirmed","Other healthcare facility","61","1","61","0","61",,,,,,
"2018","5","Louisiana","Person-to-person",,,,"Camp","32","0","32","0","32",,,,,,
"2018","5","California","Food","Staphylococcus aureus",,"Confirmed","Private home/residence","69","0","69","0","69","cake",,"Multiple",,,
"2018","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2018","5","California","Food",,,,"Private home/residence","6","0","6","0","6",,,,,,
"2018","5","California","Food",,,,"Caterer","5","0","5","0","5",,,,,,
"2018","5","California","Food","Scombroid toxin",,"Confirmed","Restaurant: Sit-down dining","3","0","3","0","3","tuna salad","tuna","Fish",,,
"2018","5","California","Food","Bacillus cereus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","6","0","6","0","6",,,,,,
"2018","5","California","Food","Clostridium perfringens",,"Suspected","Restaurant: Sit-down dining;Private home/residence","30","0","30","0","30",,,,,,
"2018","5","Alabama","Indeterminate/unknown","Escherichia coli, Enteropathogenic;Norovirus Genogroup II","unknown","Suspected;Confirmed","Restaurant","9","0","9","0","9",,,,,,
"2018","5","Alabama","Person-to-person","Norovirus unknown",,"Confirmed","Correctional/detention facility","40","0","40","0","40",,,,,,
"2018","5","Alabama","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2018","5","California","Food","Cyclospora cayetanensis",,"Confirmed","Banquet Facility (food prepared and served on-site)","27","0","27","0","27","crab cakes",,"Multiple",,,
"2018","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3","fish taco",,"Multiple",,,
"2018","5","California","Food","Bacillus cereus",,"Confirmed","Caterer","4","0","4","0","4","chicken","chicken","Chicken",,,
"2018","5","California","Food","Bacillus cereus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","California","Food","Scombroid toxin",,"Confirmed","Private home/residence;Grocery store/bakery/deli/convenience store","3","0","3","0","3","octopus","octopus","Mollusks",,,
"2018","5","California","Food","Other - Bacterium",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","California","Food","Staphylococcus aureus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2018","5","Multistate","Food","Salmonella enterica","Typhimurium","Confirmed","Unknown","119","29","84","0","79",,,,,,
"2018","5","Illinois","Food","Cyclospora cayetanensis",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","3","cilantro, unspecified","cilantro","Herbs",,,
"2018","5","Illinois","Person-to-person","Norovirus unknown",,"Suspected","School/college/university","5","0","5","0","5",,,,,,
"2018","5","Multistate","Food","Cyclospora cayetanensis;Cyclospora cayetanensis",,"Confirmed;Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","559","26","517","0","517","Salad mix containing lettuce and carrots",,"N/A",,,
"2018","5","North Carolina","Person-to-person","Norovirus unknown",,"Suspected","School/college/university","56","0","56","0","56",,,,,,
"2018","5","North Carolina","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","9","1","9","0","9",,,,,,
"2018","5","Pennsylvania","Water","Legionella pneumophila","serogroup 1","Confirmed","Unknown","4","4","4","0","4",,,,"Undetermined water",,
"2018","5","Texas","Food",,,,"Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","New York","Food",,,,"Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2018","5","Missouri","Person-to-person","Escherichia coli, Enteropathogenic;Norovirus Genogroup I","O157","Suspected;Suspected","Child daycare/preschool","21","1","21","0","21",,,,,,
"2018","5","Missouri","Person-to-person",,,,"Child daycare/preschool","17","0","17","0","17",,,,,,
"2018","5","Missouri","Person-to-person","Norovirus unknown",,"Confirmed","Restaurant","11","0","5","0","5",,,,,,
"2018","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","45","0","45","0","45",,,,,,
"2018","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2018","5","Colorado","Food",,,,"Restaurant: Sit-down dining","22","0","21","0","21",,,,,,
"2018","5","Michigan","Water","Legionella pneumophila","serogroup 1","Confirmed","School/college/university","6","4","6","0","6",,,,"Other/Environmental water",,
"2018","5","Multistate","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Sit-down dining","18","3","12","0","11","sushi",,"Multiple",,,
"2018","5","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","45","12","37","0","37","shell eggs",,"Eggs",,,
"2018","5","Multistate","Food","Salmonella enterica","Typhimurium","Confirmed","Unknown","85","22","37","0","59","chicken",,"Chicken",,,
"2018","5","Wisconsin","Water","Chlorine Gas",,"Suspected","Hotel/motel","8","0","0","0","8",,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2018","5","New Hampshire","Animal contact","Cryptosporidium unknown",,"Suspected","Private home/residence","6","0","6","0","6",,,,,,"Cattle"
"2018","5","Hawaii","Water","Legionella pneumophila;Legionella pneumophila","serogroup 1;serogroup 2","Confirmed;Confirmed",,"2","2","2","0","2",,,,"Undetermined water",,
"2018","5","Missouri","Indeterminate/unknown","Norovirus unknown",,"Suspected","Other","6","0","6","0","6",,,,,,
"2018","5","Georgia","Food",,,,"Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2018","5","Nevada","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","30","0","30","0","30",,,,,,
"2018","5","Nevada","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","12","0","12","0","12",,,,,,
"2018","5","Kentucky","Food","Salmonella enterica","Saintpaul","Confirmed","Restaurant: Sit-down dining","5","0","0","0","0",,,,,,
"2018","5","Texas","Food","Cyclospora cayetanensis",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2018","5","Pennsylvania","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","15","0","15","0","15",,,,,,
"2018","5","Pennsylvania","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","23","0","23","0","23",,,,,,
"2018","5","Florida","Food","Staphylococcus aureus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","Florida","Food","Salmonella unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","Florida","Water","Legionella pneumophila","serogroup 1","Confirmed","Hotel/motel","2","1","1","0","2",,,,"Recreational water -- treated","Hot Tub/Spa/Whirlpool",
"2018","5","Colorado","Indeterminate/unknown","Norovirus unknown",,"Suspected","Other","11","0","11","0","11",,,,,,
"2018","5","Colorado","Person-to-person","Norovirus unknown",,"Suspected","Child daycare/preschool","18","0","18","0","18",,,,,,
"2018","5","Pennsylvania","Animal contact","Salmonella enterica","Agbeni","Confirmed","Private home/residence","14","4","8","0","6",,,,,,"Turtle"
"2018","5","Illinois","Water","Legionella pneumophila","serogroup 1","Confirmed","Hotel/motel","2","2","2","0","2",,,,"Recreational water -- treated","Hot Tub/Spa/Whirlpool",
"2018","5","Connecticut","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2018","5","Utah","Person-to-person","Norovirus unknown",,"Suspected","Child daycare/preschool","20","0","0","0","0",,,,,,
"2018","5","Colorado","Indeterminate/unknown","Norovirus unknown",,"Suspected","Restaurant","11","0","11","0","11",,,,,,
"2018","5","Colorado","Food",,,,"School/college/university","12","0","12","0","12","Smoothie",,"Multiple",,,
"2018","5","Colorado","Indeterminate/unknown","Norovirus unknown",,"Suspected","Unknown","27","0","0","0","27",,,,,,
"2018","5","Michigan","Food",,,,"Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","Kansas","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","9","3","8","0","8","Leafy Greens",,"Vegetable Row Crops",,,
"2018","5","Kansas","Food","Cyclospora cayetanensis",,"Confirmed","Unknown","6","0","6","0","6",,,,,,
"2018","5","Arizona","Food",,,,"Caterer","9","0","9","0","9",,,,,,
"2018","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","17","0","17","0","17",,,,,,
"2018","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","34","1","34","0","34",,,,,,
"2018","5","Colorado","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Private home/residence","3","1","3","0","3",,,,,,
"2018","5","Georgia","Food",,,,"Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","fried fish;hushpuppy;french fries",,"Multiple",,,
"2018","5","Nevada","Person-to-person","Rotavirus",,"Suspected","Child daycare/preschool","28","0","28","0","28",,,,,,
"2018","5","Georgia","Water","Chlorine Gas",,"Suspected","Fee-based facility/membership club","8","0","8","0","8",,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2018","5","Georgia","Food",,,,"Restaurant: Sit-down dining","5","0","5","0","5","taco or nacho salad",,"Multiple",,,
"2018","5","Texas","Food","Escherichia coli, Shiga toxin-producing","O26","Suspected","Private home/residence;Restaurant: Fast-food (drive up service or pay at counter)","6","0","6","0","6",,,,,,
"2018","5","West Virginia","Person-to-person","Escherichia coli, Shiga toxin-producing","O26","Confirmed","Child daycare/preschool","4","0","4","0","4",,,,,,
"2018","5","West Virginia","Indeterminate/unknown","Campylobacter unknown",,"Suspected","Other","2","1","2","0","2",,,,,,
"2018","5","West Virginia","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","56","0","56","0","56",,,,,,
"2018","5","New York","Food","Vibrio parahaemolyticus",,"Confirmed","Restaurant: Other;Unknown","8","0","8","0","8","oysters, raw","oysters, raw","Mollusks",,,
"2018","5","New York","Food",,,,"Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2018","5","Michigan","Food",,,,"Restaurant: Fast-food (drive up service or pay at counter);Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","Michigan","Food",,,,"Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2018","5","Texas","Indeterminate/unknown","Salmonella enterica","Infantis","Suspected","Private home/residence","2","0","2","0","2",,,,,,
"2018","5","Minnesota","Water","Giardia duodenalis","unknown","Confirmed","Park - State Park","3","0","2","0","3",,,,"Other/Environmental water",,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","25","1","25","0","25",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Other","8",,"0",,"0",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","3","0","3","0","3",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","11","0","11","0","11",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","13","0","13","0","13",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","School/college/university","71",,"0",,"0",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Other","7",,"0",,"0",,,,,,
"2018","5","Texas","Person-to-person","Shigella unknown",,"Confirmed","Child daycare/preschool","4","0","4","0","4",,,,,,
"2018","5","Illinois","Person-to-person","Shigella unknown",,"Suspected","Shelter/group home/transitional housing","3","0","3","0","3",,,,,,
"2018","5","New Hampshire","Person-to-person","Clostridium difficile",,"Confirmed","Hospital","26","26","26","2","26",,,,,,
"2018","5","Iowa","Food","Salmonella enterica","Brandenburg","Confirmed","Private home/residence","3","1","3","0","3",,,,,,
"2018","5","Texas","Food","Campylobacter unknown",,"Confirmed","Private home/residence","5","0","0","0","0",,,,,,
"2018","5","Texas","Food","Norovirus Genogroup II",,"Suspected","Other","17","1","10","0","10","chicken salad sandwich",,"Multiple",,,
"2018","5","Kansas","Food",,,,"Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2018","5","Oregon","Food","Vibrio parahaemolyticus",,"Confirmed","Restaurant: Sit-down dining","3","0","3","0","3","oysters","oysters","Mollusks",,,
"2018","5","Illinois","Food","Rotavirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2018","5","Illinois","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","29","0","29","0","29",,,,,,
"2018","5","Texas","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2018","5","Connecticut","Food","Norovirus Genogroup I","GI.P6 GI.6","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","6","0","6","0","6",,,,,,
"2018","5","Arizona","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","20","0","20","0","20",,,,,,
"2018","5","Virginia","Food","Norovirus",,"Suspected","Caterer","22","0","22","0","22","Turkey Sandwich;Mustard;pasta salad","turkey","Turkey",,,
"2018","5","Utah","Food","Salmonella enterica","Typhimurium","Suspected","Restaurant: Buffet","3","0","3","0","3","lettuce","lettuce","Vegetable Row Crops",,,
"2018","5","Florida","Food","Norovirus Genogroup II","unknown","Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2018","5","Texas","Indeterminate/unknown","Escherichia coli, Shiga toxin-producing","unknown","Suspected","Private home/residence","2","0","2","0","2",,,,,,
"2018","5","Pennsylvania","Food","Salmonella enterica",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2",,,,,,
"2018","5","Pennsylvania","Indeterminate/unknown","Campylobacter jejuni",,"Suspected","Restaurant","2","0","2","0","2",,,,,,
"2018","5","Oregon","Indeterminate/unknown","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2018","5","New Mexico","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","2","1","2","0","2",,,,,,
"2018","5","Texas","Food",,,,"Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2018","5","Arizona","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","18","3","18","0","18",,,,,,
"2018","5","Florida","Water","Cryptosporidium",,"Suspected","Zoo or animal exhibit","7",,,,,,,,"Recreational water -- treated","Splash Pad/Interactive Fountain /Water Playground",
"2018","5","Florida","Food","Shigella unknown",,"Suspected","Restaurant: Other","12","0","12","0","12","chef salad",,"Multiple",,,
"2018","5","Wisconsin","Animal contact","Cryptosporidium unknown;Cryptosporidium parvum","IIaA15G2R1","Confirmed;Suspected","Zoo or animal exhibit","4","0","4","0","4",,,,,,"Cattle;Raccoon"
"2018","5","Wisconsin","Person-to-person","Giardia unknown",,"Suspected","Private home/residence","8","0","8","0","8",,,,,,
"2018","5","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","4","1","4","0","4",,,,,,
"2018","5","Mississippi","Water","Shigella",,"Confirmed","Subdivision/Neighborhood","32",,,"0",,,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2018","5","Minnesota","Person-to-person","Norovirus Genogroup II","GII.P7","Confirmed","School/college/university","49","0","49","0","49",,,,,,
"2018","5","Tennessee","Indeterminate/unknown",,,,"Restaurant","4","2","4","0","4",,,,,,
"2018","5","Tennessee","Environmental contamination other than food/water","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Child daycare/preschool","9","2","9","0","9",,,,,,
"2018","5","Tennessee","Food","Escherichia coli, Shiga toxin-producing;Escherichia coli, Shiga toxin-producing","O157:H7;O157:H7","Confirmed;Confirmed","Farm/dairy/agricultural setting","17","7","16","0","16","Raw Milk","raw milk","Dairy",,,
"2018","5","Minnesota","Food","Cyclospora",,"Confirmed","Restaurant: Sit-down dining","73","0","73","0","73","Cilantro","cilantro","Herbs",,,
"2018","5","Michigan","Indeterminate/unknown","Norovirus Genogroup II","GII.P7 GII.6","Confirmed","Private home/residence","15","0","15","0","15",,,,,,
"2018","5","Texas","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","121","0","0","0","0",,,,,,
"2018","5","New Hampshire","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","Long-term care/nursing home/assisted living facility","17","0","0","0","0",,,,,,
"2018","5","South Carolina","Person-to-person","Shigella sonnei","subgroup D","Confirmed","School/college/university","11","0","11","0","11",,,,,,
"2018","5","Illinois","Person-to-person","Norovirus unknown",,"Suspected","Child daycare/preschool","53","0","53","0","53",,,,,,
"2018","5","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4","tomatoes;lettuce;ice",,"Multiple",,,
"2018","5","Wisconsin","Food","Salmonella enterica;Escherichia coli, Shiga toxin-producing;Escherichia coli, Enterotoxigenic;Other - Bacterium;Escherichia coli, Enteropathogenic","I 4,[5],12:i:-;unknown;unknown;unknown","Confirmed;Confirmed;Confirmed;Confirmed;Suspected","Private home/residence","12","1","4","0","4",,,,,,
"2018","5","Wisconsin","Person-to-person","Norovirus Genogroup I","GI.P4 GI.4","Confirmed","Long-term care/nursing home/assisted living facility","27","0","27","0","27",,,,,,
"2018","5","Wisconsin","Person-to-person","Norovirus Genogroup II",,"Suspected","School/college/university","35","0","0","0","0",,,,,,
"2018","5","Wisconsin","Food","Cyclospora",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2018","5","Ohio","Food","Salmonella enterica","Braenderup","Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2018","5","South Carolina","Person-to-person","Norovirus unknown",,"Suspected","School/college/university","10","0","10","0","10",,,,,,
"2018","5","Nebraska","Person-to-person","Norovirus Genogroup II",,"Suspected","School/college/university","19","0","19","0","19",,,,,,
"2018","5","Virginia","Indeterminate/unknown","Norovirus Genogroup II","unknown","Confirmed","School/college/university","145","1","145","0","145",,,,,,
"2018","5","Texas","Food",,,,"Restaurant: Sit-down dining","2","0","2","0","2","fried catfish;shrimp fried rice;french fries",,"Multiple",,,
"2018","5","Texas","Person-to-person","Escherichia coli, Shiga toxin-producing","other","Suspected","Private home/residence","4","0","4","0","4",,,,,,
"2018","5","Texas","Food",,,,"Unknown","2","0","2","0","2","burrito, pork;beer",,"Multiple",,,
"2018","5","New York","Indeterminate/unknown",,,,"School/college/university","3","0","3","0","3",,,,,,
"2018","5","Tennessee","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","23",,"0","0","23",,,,,,
"2018","5","Tennessee","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2018","5","Pennsylvania","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","63","0","63","0","63",,,,,,
"2018","5","New Mexico","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2018","5","Texas","Food",,,,"Caterer","71","0","71","0","71","chicken, tetrazini",,"Multiple",,,
"2018","5","Virginia","Person-to-person","Norovirus Genogroup I",,"Suspected","Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2018","5","North Carolina","Food","Norovirus unknown",,"Suspected","Private home/residence","18","0","18","0","18",,,,,,
"2018","5","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2018","5","Oregon","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","11","1","11","0","11",,,,,,
"2018","5","North Carolina","Food","Staphylococcus aureus",,"Confirmed","Caterer","12","0","12","0","12","barbecue sauce",,"N/A",,,
"2018","5","Connecticut","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","53",,"0",,"0",,,,,,
"2018","5","Texas","Food",,,,"Unknown","5","0","5","0","5","Mint Chocolate Chip Ice cream;Chocolate Chip Ice cream;Rainbow Sorbet Icecream",,"Multiple",,,
"2018","5","Texas","Food","Salmonella enterica","unknown","Suspected","Unknown","2","0","0","0","0",,,,,,
"2018","5","Wisconsin","Food","Norovirus Genogroup II","GII.P7 GII.6","Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2018","5","Wisconsin","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2018","5","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","13","8","13","0","13","Chicken, Frozen breaded","chicken","Chicken",,,
"2018","5","Wisconsin","Person-to-person","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","3","0","3","0","3",,,,,,
"2018","5","Wisconsin","Person-to-person","Norovirus Genogroup I","unknown","Confirmed","Long-term care/nursing home/assisted living facility","18","2","18","0","18",,,,,,
"2018","5","Iowa","Food","Clostridium perfringens",,"Confirmed","Restaurant: Sit-down dining","20","0","7","0","7",,,,,,
"2018","5","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","2","0","2","0","2",,,,,,
"2018","5","New Mexico","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","37",,"0",,"0",,,,,,
"2018","5","Minnesota","Indeterminate/unknown","Norovirus unknown",,"Suspected","Restaurant","4","0","4","0","4",,,,,,
"2018","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","6","0","6",,,,,,
"2018","5","Massachusetts","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2018","5","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","6","0","6",,,,,,
"2018","5","Ohio","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","27","0","27","0","27",,,,,,
"2018","5","Utah","Person-to-person","Rotavirus",,"Confirmed","Long-term care/nursing home/assisted living facility","17","0","17","0","0",,,,,,
"2018","5","Virginia","Indeterminate/unknown","Norovirus Genogroup II","unknown","Confirmed","Restaurant","7","0","7","0","7",,,,,,
"2018","5","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","5","0","5","0","5",,,,,,
"2018","5","Ohio","Person-to-person","Shigella sonnei","subgroup D","Confirmed","Child daycare/preschool","17","0","0","0","0",,,,,,
"2018","5","Texas","Food",,,,"Private home/residence","4","0","4","0","4","ground buffalo/beef, burger",,"Beef",,,
"2018","5","Texas","Food",,,,"Unknown","2","0","2","0","2","Baked Chicken;fried fish;ice tea;coleslaw;black beans",,"Multiple",,,
"2018","5","Wisconsin","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2018","5","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P7 GII.6","Confirmed","School/college/university","22","0","0","0","0",,,,,,
"2018","5","Illinois","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","6","0","6",,,,,,
"2018","5","New Mexico","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2018","5","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","26","0","0","0","26",,,,,,
"2018","5","Florida","Food","Ciguatoxin",,"Confirmed","Private home/residence","2","0","2","0","2","fish, baraccuda","fish, baracuda","Fish",,,
"2018","5","Minnesota","Food","Bacillus cereus;Clostridium perfringens",,"Suspected;Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2018","5","Texas","Food","Salmonella enterica","unknown","Suspected","Private home/residence","5","0","5","0","5","avocado, unspecified",,"Fruits",,,
"2018","5","Oregon","Indeterminate/unknown",,,,"School/college/university","21","0","21","0","21",,,,,,
"2018","5","Utah","Food","Bacillus cereus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","3","0","0","0","0",,,,,,
"2018","5","Tennessee","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","0","0","0",,,,,,
"2018","5","Tennessee","Food","Bacillus cereus",,"Confirmed","Restaurant: Sit-down dining","19","0","16","0","16","rice","rice","Grains-beans",,,
"2018","5","Minnesota","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","18",,"0",,"0",,,,,,
"2018","5","Ohio","Food","Norovirus",,"Suspected","Banquet Facility (food prepared and served on-site)","6","0","6","0","6",,,,,,
"2018","5","Minnesota","Indeterminate/unknown",,,,"Restaurant","4","0","4","0","4",,,,,,
"2018","5","Montana","Person-to-person","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Long-term care/nursing home/assisted living facility","15","0","0","0","0",,,,,,
"2018","5","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2018","5","Utah","Person-to-person","Norovirus Genogroup I;Norovirus Genogroup I","GI.P13 GI.3;unknown","Confirmed;Suspected","Long-term care/nursing home/assisted living facility","15","0","0","0","15",,,,,,
"2018","5","Utah","Food",,,,"Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2018","5","Nevada","Indeterminate/unknown",,,,"Restaurant","3","0","3","0","3",,,,,,
"2018","5","New York","Indeterminate/unknown",,,,"Restaurant","16","0","16","0","16",,,,,,
"2018","5","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","20","0","0","0","20",,,,,,
"2018","5","Oregon","Person-to-person","Norovirus Genogroup II","GII.P16","Confirmed","Hospital","14","0","14","0","14",,,,,,
"2018","5","Oregon","Indeterminate/unknown","Norovirus unknown",,"Suspected","School/college/university","12","0","12","0","12",,,,,,
"2018","5","Utah","Water","Cryptosporidium unknown",,"Suspected","Recreational facility","7","0","7","0","7",,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"2018","5","Ohio","Food",,,,"Restaurant: Buffet","4","0","4","0","4",,,,,,
"2018","5","Nebraska","Food","Clostridium perfringens",,"Suspected","Other","43","0","43","0","43","Pulled Pork",,"Pork",,,
